sku,alchool,alt_image,animal,area,australian_like,awards,blended_grapes,bottleml,box_size,cellar_practice,country_of_manufacture,cost,custom_block,custom_label,filtration,florealnew,fruit,international_awards,is_featured,kind,kind_byo_organic,main_grape,manufacturer,method,mineral,myob_btb,myob_btc_h,oak1,pairing,price,product_name,region,second_fermentation,sparkling_residual_sugar,spontaneous_fermentation1,skin_contact,sku_short,spice,stripe_sub_enabled,sw_featured,tastingnotes,vegetal,vineyard_management,Vntg,wild_ferment,wine_producer
VALSHY19,"alt_image=/v/a/valdibella_ligame_syrah_valshy19.jpg,area=Camporeale Palermo,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Shiraz,manufacturer=Valdibella,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sicilia,skin_contact=No,sku_short=VALSYR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Valdibella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMROS20,"alchool=10,alt_image=/s/e/sella_e_mosca_rosato_alghero_smros20.png,animal=1,area=Alghero,blended_grapes=Other grapes,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,cost=4.650000,filtration=Yes,florealnew=3,fruit=3,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=2,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMROS,spice=1,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vegetal=1,vineyard_management=Sustainable,Vntg=2020,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRDTOR18,"area=Predappio Forlì,blended_grapes=Riesling,bottleml=750,box_size=12,cellar_practice=Barrel aged|Minimum S02,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Chardonnay,manufacturer=Drei Dona',mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=DRDTOR,spontaneous_fermentation1=No,stripe_sub_enabled=No,vineyard_management=Organic,Vntg=2018,wine_producer=Drei Dona'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOSNES12,"area=Valtellina,blended_grapes=Brugnola,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nebbiolo,manufacturer=Dossi Retici,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=DOSNES,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2012,wine_producer=Dossi Retici",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POSNOBRIS15,"alt_image=/p/o/posnobris15_poderi_sangiuneto_nobile-di_montepulciano_riserva.jpg,blended_grapes=Mammolo,bottleml=750,box_size=6,cellar_practice=Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,manufacturer=Poderi Sanguineto,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=POSNOBRIS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Poderi Sanguineto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCETHY19,"bottleml=750,box_size=12,cellar_practice=Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Boccabianca,manufacturer=Monti Cecubi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=MOCETHY,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Monti Cecubi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCEABB18,"bottleml=750,box_size=12,cellar_practice=Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Abbuoto,manufacturer=Monti Cecubi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=MOCEABB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Monti Cecubi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLINTOCAM15,"bottleml=1500,box_size=6,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Verdicchio,manufacturer=Fattoria San Lorenzo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=FSLINTOCAM,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2015,wine_producer=Fattoria San Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLSSANROSMGN06,"bottleml=1500,box_size=1,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Indigenous Red Variety,manufacturer=Fattoria San Lorenzo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=FSLSSANROSMGN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2006,wine_producer=Fattoria San Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FILOUDMGN15,"bottleml=1000,box_size=3,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,manufacturer=Filippo Manetti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=FILOUDMGN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Filippo Manetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAVEJMGN19,"alt_image=/p/o/podere_pradarolo_vej_180_bianco_antico_magnum_pravejmgn19.png,area=Parma,bottleml=1500,box_size=4,cellar_practice=No added S02|Skin contact|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malvasia di Candia Aromatica,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=PRAVEJMGN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Podere Pradarolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUDEFRMGN18,"alt_image=/q/u/quarticello_despina_magnum_qudefrmgn18.png,bottleml=1500,box_size=3,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malvasia di Candia Aromatica,manufacturer=Quarticello,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Undisgorged (Metodo Ancestrale),skin_contact=No,sku_short=QUDEFRMGN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Quarticello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLAMA,"alt_image=/c/o/colama_colazingari_amaro_laziale.jpg,bottleml=700,box_size=6,manufacturer=Colazingari,mayob_btb=44040,myob_btc_h=44050,organic=No,region=Lazio,sku_short=COLAMA,stripe_sub_enabled=No,sw_featured=No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALNOC,"alt_image=/g/r/greybottle_edited-pixlr_.png,box_size=6,manufacturer=Paltrinieri,mayob_btb=44040,myob_btc_h=44050,organic=No,region=Emilia-Romagna,sku_short=PALNOC,stripe_sub_enabled=No,sw_featured=No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRDVIN18,"area=Predappio Forlì,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unwooded,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese,manufacturer=Drei Dona',mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,skin_contact=No,sku_short=DRDVIN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Drei Dona'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDTERR15,"area=Parteolla,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Conventional|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Barbera Sardo,manufacturer=Cantine di Dolianova,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=CDTERR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2015,wine_producer=Cantine di Dolianova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLMON18,"bottleml=750,box_size=6,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Timorasso,manufacturer=La Colombera,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=COLMON,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=La Colombera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLSAN08,"area=Castelli di Jesi,bottleml=700,box_size=6,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Verdicchio,manufacturer=Fattoria San Lorenzo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=FSLSAN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2008,wine_producer=Fattoria San Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSLSANMG08,"area=Castelli di Jesi,bottleml=700,box_size=1,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Verdicchio,manufacturer=Fattoria San Lorenzo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Marche,skin_contact=No,sku_short=FSLSANM,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2008,wine_producer=Fattoria San Lorenzo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLBBIS13,"alt_image=/t/e/tenute_olbios_bisso_olbbis13.jpg,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Tenute Olbios,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,second_fermentation=24 months on lees,skin_contact=No,sku_short=OLBBIS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2016,wine_producer=Tenute Olbios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMONT19,"alt_image=/s/e/sella_e_mosca_momteoro_smmont19.png,area=Alghero,bottleml=750,box_size=6,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMMONT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBNAS19,"area=Dogliani,bottleml=750,box_size=6,cellar_practice=Conventional|Minimum S02|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nascetta,manufacturer=Anna Maria Abbona,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=ABBNAS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Anna Maria Abbona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECOB19,"area=Loreto Aprutino Pescara,blended_grapes=Chardonnay,bottleml=750,box_size=12,cellar_practice=Concrete|Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Pecorino,manufacturer=De Fermo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Abruzzo,skin_contact=No,sku_short=DECOB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2019,wine_producer=De Fermo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECON19,"alt_image=/d/e/de_fermo_concrete_decon18_2.jpg,area=Loreto Aprutino Pescara,box_size=12,cellar_practice=Concrete|Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Montepulciano,manufacturer=De Fermo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Abruzzo,skin_contact=No,sku_short=DECON,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2019,wine_producer=De Fermo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCH13,"area=Chianti,bottleml=750,box_size=12,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,manufacturer=Montesecondo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=MSCH,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2013,wine_producer=Montesecondo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSROSP13,"alt_image=/m/s/msros13_montescondo_rosso_del_rospo.jpg,area=Chianti,blended_grapes=Petit Verdot,bottleml=750,box_size=12,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cabernet Sauvignon,manufacturer=Montesecondo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=MSROSP13,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2013,wine_producer=Montesecondo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSTIN13,"alt_image=/m/s/mstin13_montesecondo_tin.png,area=Chianti,bottleml=750,box_size=12,cellar_practice=Amphora,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,manufacturer=Montesecondo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=MSTIN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2013,wine_producer=Montesecondo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORAFO10,"bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sangiovese,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=PORBRU,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2010,wine_producer=Podere Le Ripi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAIND19-12,"bottleml=750,box_size=12,cellar_practice=No added S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Barbera,manufacturer=Podere Pradarolo,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Undisgorged (Metodo Ancestrale),skin_contact=No,sku_short=PRAIND,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Podere Pradarolo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNCHIN,"alt_image=/p/u/punset_quintessenza_punchin.png,bottleml=500,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nebbiolo,manufacturer=Punset,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=PUNCHIN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=NV,wine_producer=Punset",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCANSA19,"bottleml=750,box_size=12,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMCANSA19,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMVERSA19,"bottleml=750,box_size=12,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMVERSA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VAZIB19,"alt_image=/v/a/valdibella_zi_bi_bo_valzib19_copy.jpg,area=Camporeale Palermo,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Zibibbo,manufacturer=Valdibella,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sicilia,skin_contact=No,sku_short=VAZIB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Valdibella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTBCUV19,"alt_image=/s/e/sella_e_mosca_terre_bianche_cuvee_161_smtbcuv19.png,bottleml=750,box_size=6,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Torbato,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMTBCUV,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCEAMY19,"bottleml=750,box_size=12,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,manufacturer=Monti Cecubi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=MOCEAMY19,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,Vntg=2019,wine_producer=Monti Cecubi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCEBIA18,"bottleml=750,box_size=6,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,manufacturer=Monti Cecubi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=MOCEBIA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,Vntg=2018,wine_producer=Monti Cecubi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCEITRR18,"bottleml=750,box_size=12,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,manufacturer=Monti Cecubi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=MOCEITRR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,Vntg=2018,wine_producer=Monti Cecubi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCEROS18,"bottleml=750,box_size=12,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,manufacturer=Monti Cecubi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lazio,skin_contact=No,sku_short=MOCEROS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,Vntg=2018,wine_producer=Monti Cecubi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remote Area Add. Shipping,"box_size=1,kind_byo_organic=Conventional Wine,myob=45000,pairing=Poultry,sku_short=ADL1,stripe_sub_enabled=No,sw_featured=No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALLECL20,"alt_image=/p/a/paltrinieri_leclisse_pallecl20.png,area=Modena,bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Sorbara,manufacturer=Paltrinieri,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Tank (Metodo Martinotti),skin_contact=No,sku_short=PALLECL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2020,wine_producer=Paltrinieri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUDEFR20,"alt_image=/q/u/quarticello_despina_qudefr20.png,area=Reggio Emilia,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Malvasia di Candia Aromatica,manufacturer=Quarticello,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Undisgorged (Metodo Ancestrale),skin_contact=No,sku_short=QUADES,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Quarticello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRBRU16,"area=Montalcino,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese,manufacturer=Il Paradiso di Frassina,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=FRBRU,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2016,wine_producer=Il Paradiso di Frassina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUZCHI18,"alt_image=/n/u/nuzchi18_podere_castellinuzza_chianti_classico.jpg,area=Lamole,blended_grapes=Canaiolo,bottleml=750,box_size=12,cellar_practice=Barrel aged|Concrete|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Sangiovese di Lamole,manufacturer=Podere Castellinuzza,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=NUZCHI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2018,wine_producer=Podere Castellinuzza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORBLEND19,"alt_image=/p/o/podere_le_ripi_amore_e_follia_porbland19.png,blended_grapes=Merlot|Sangiovese,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Shiraz,manufacturer=Podere Le Ripi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Toscana,skin_contact=No,sku_short=PORBLAND,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Biodynamic,Vntg=2019,wine_producer=Podere Le Ripi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
